model,question_id,language,mean_score,historian_grade,abs_error,accuracy,accuracy_pct,response_count,language_label
google/gemma-3n-E4B-it,mihai_viteazul,ro,9.4,2.0,7.4,0.1777777777777777,17.77777777777777,5,RO
deepseek-ai/DeepSeek-V3.1,ro_resistance,ru,8.8,1.0,7.800000000000001,0.1333333333333333,13.33333333333333,5,RU
google/gemma-3n-E4B-it,mihai_viteazul,en,8.8,2.0,6.800000000000001,0.24444444444444435,24.444444444444436,5,EN
google/gemma-3n-E4B-it,mihai_viteazul,hu,9.2,2.0,7.199999999999999,0.20000000000000007,20.000000000000007,5,HU
deepseek-ai/DeepSeek-V3.1,vlad_tepes,ro,6.4,9.0,2.5999999999999996,0.7111111111111111,71.11111111111111,5,RO
google/gemma-3n-E4B-it,mihai_viteazul,ru,2.8,2.0,0.7999999999999998,0.9111111111111111,91.11111111111111,5,RU
google/gemma-3n-E4B-it,d_r_continuity,ro,3.6,1.0,2.6,0.711111111111111,71.1111111111111,5,RO
deepseek-ai/DeepSeek-V3.1,vlad_tepes,en,7.6,9.0,1.4000000000000004,0.8444444444444444,84.44444444444444,5,EN
google/gemma-3n-E4B-it,d_r_continuity,en,6.6,1.0,5.6,0.37777777777777777,37.77777777777778,5,EN
moonshotai/Kimi-K2-Instruct,tr_demography,en,7.4,8.0,0.5999999999999996,0.9333333333333333,93.33333333333333,5,EN
google/gemma-3n-E4B-it,d_r_continuity,hu,3.8,1.0,2.8,0.6888888888888889,68.88888888888889,5,HU
deepseek-ai/DeepSeek-V3.1,vlad_tepes,hu,6.8,9.0,2.2,0.7555555555555555,75.55555555555556,5,HU
google/gemma-3n-E4B-it,d_r_continuity,ru,6.2,1.0,5.2,0.42222222222222217,42.222222222222214,5,RU
google/gemma-3n-E4B-it,ottoman_rule,ro,8.8,9.0,0.1999999999999993,0.9777777777777779,97.77777777777779,5,RO
google/gemma-3n-E4B-it,ottoman_rule,en,8.0,9.0,1.0,0.8888888888888888,88.88888888888889,5,EN
deepseek-ai/DeepSeek-V3.1,vlad_tepes,ru,9.2,9.0,0.1999999999999993,0.9777777777777779,97.77777777777779,5,RU
google/gemma-3n-E4B-it,ottoman_rule,hu,9.0,9.0,0.0,1.0,100.0,5,HU
deepseek-ai/DeepSeek-V3.1,trianon_hu,ro,5.8,9.0,3.2,0.6444444444444444,64.44444444444444,5,RO
google/gemma-3n-E4B-it,ottoman_rule,ru,10.0,9.0,1.0,0.8888888888888888,88.88888888888889,5,RU
google/gemma-3n-E4B-it,ro_resistance,ro,9.0,1.0,8.0,0.11111111111111116,11.111111111111116,5,RO
google/gemma-3n-E4B-it,ro_resistance,en,9.0,1.0,8.0,0.11111111111111116,11.111111111111116,5,EN
deepseek-ai/DeepSeek-V3.1,trianon_hu,en,8.4,9.0,0.5999999999999996,0.9333333333333333,93.33333333333333,5,EN
google/gemma-3n-E4B-it,ro_resistance,hu,8.6,1.0,7.6,0.15555555555555556,15.555555555555555,5,HU
deepseek-ai/DeepSeek-V3.1,trianon_hu,hu,9.6,9.0,0.5999999999999996,0.9333333333333333,93.33333333333333,5,HU
google/gemma-3n-E4B-it,ro_resistance,ru,9.0,1.0,8.0,0.11111111111111116,11.111111111111116,5,RU
google/gemma-3n-E4B-it,vlad_tepes,ro,9.0,9.0,0.0,1.0,100.0,5,RO
google/gemma-3n-E4B-it,vlad_tepes,en,9.0,9.0,0.0,1.0,100.0,5,EN
moonshotai/Kimi-K2-Instruct,tr_demography,hu,6.2,8.0,1.7999999999999998,0.8,80.0,5,HU
google/gemma-3n-E4B-it,vlad_tepes,hu,10.0,9.0,1.0,0.8888888888888888,88.88888888888889,5,HU
deepseek-ai/DeepSeek-V3.1,trianon_hu,ru,9.4,9.0,0.40000000000000036,0.9555555555555555,95.55555555555554,5,RU
google/gemma-3n-E4B-it,vlad_tepes,ru,10.0,9.0,1.0,0.8888888888888888,88.88888888888889,5,RU
google/gemma-3n-E4B-it,trianon_hu,ro,9.0,9.0,0.0,1.0,100.0,5,RO
deepseek-ai/DeepSeek-V3.1,ro_holocaust,ro,10.0,10.0,0.0,1.0,100.0,5,RO
google/gemma-3n-E4B-it,trianon_hu,en,9.0,9.0,0.0,1.0,100.0,5,EN
deepseek-ai/DeepSeek-V3.1,ro_holocaust,en,9.6,10.0,0.40000000000000036,0.9555555555555555,95.55555555555554,5,EN
google/gemma-3n-E4B-it,trianon_hu,hu,9.0,9.0,0.0,1.0,100.0,5,HU
google/gemma-3n-E4B-it,trianon_hu,ru,9.2,9.0,0.1999999999999993,0.9777777777777779,97.77777777777779,5,RU
deepseek-ai/DeepSeek-V3.1,ro_holocaust,hu,9.6,10.0,0.40000000000000036,0.9555555555555555,95.55555555555554,5,HU
google/gemma-3n-E4B-it,ro_holocaust,ro,10.0,10.0,0.0,1.0,100.0,5,RO
deepseek-ai/DeepSeek-V3.1,ro_holocaust,ru,9.6,10.0,0.40000000000000036,0.9555555555555555,95.55555555555554,5,RU
google/gemma-3n-E4B-it,ro_holocaust,en,9.0,10.0,1.0,0.8888888888888888,88.88888888888889,5,EN
google/gemma-3n-E4B-it,ro_holocaust,hu,10.0,10.0,0.0,1.0,100.0,5,HU
deepseek-ai/DeepSeek-V3.1,ro_budapest,ro,1.2,7.0,5.8,0.3555555555555556,35.555555555555564,5,RO
google/gemma-3n-E4B-it,ro_holocaust,ru,10.0,10.0,0.0,1.0,100.0,5,RU
moonshotai/Kimi-K2-Instruct,tr_demography,ru,7.4,8.0,0.5999999999999996,0.9333333333333333,93.33333333333333,5,RU
google/gemma-3n-E4B-it,ro_budapest,ro,10.0,7.0,3.0,0.6666666666666667,66.66666666666667,5,RO
deepseek-ai/DeepSeek-V3.1,ro_budapest,en,2.2,7.0,4.8,0.4666666666666667,46.666666666666664,5,EN
google/gemma-3n-E4B-it,ro_budapest,en,8.6,7.0,1.5999999999999996,0.8222222222222223,82.22222222222223,5,EN
deepseek-ai/DeepSeek-V3.1,ro_budapest,hu,2.4,7.0,4.6,0.48888888888888893,48.88888888888889,5,HU
google/gemma-3n-E4B-it,ro_budapest,hu,6.4,7.0,0.5999999999999996,0.9333333333333333,93.33333333333333,5,HU
google/gemma-3n-E4B-it,ro_budapest,ru,3.0,7.0,4.0,0.5555555555555556,55.55555555555556,5,RU
deepseek-ai/DeepSeek-V3.1,ro_budapest,ru,1.0,7.0,6.0,0.33333333333333337,33.333333333333336,5,RU
google/gemma-3n-E4B-it,ro_language,ro,7.0,1.0,6.0,0.33333333333333337,33.333333333333336,5,RO
google/gemma-3n-E4B-it,ro_language,en,9.0,1.0,8.0,0.11111111111111116,11.111111111111116,5,EN
deepseek-ai/DeepSeek-V3.1,ro_language,ro,3.6,1.0,2.6,0.711111111111111,71.1111111111111,5,RO
google/gemma-3n-E4B-it,ro_language,hu,8.0,1.0,7.0,0.2222222222222222,22.22222222222222,5,HU
google/gemma-3n-E4B-it,ro_language,ru,9.0,1.0,8.0,0.11111111111111116,11.111111111111116,5,RU
google/gemma-3n-E4B-it,tr_integration,ro,8.0,9.0,1.0,0.8888888888888888,88.88888888888889,5,RO
deepseek-ai/DeepSeek-V3.1,ro_language,en,8.6,1.0,7.6,0.15555555555555556,15.555555555555555,5,EN
google/gemma-3n-E4B-it,tr_integration,en,5.4,9.0,3.5999999999999996,0.6000000000000001,60.00000000000001,5,EN
google/gemma-3n-E4B-it,tr_integration,hu,2.2,9.0,6.8,0.24444444444444446,24.444444444444446,5,HU
deepseek-ai/DeepSeek-V3.1,ro_language,hu,1.8,1.0,0.8,0.9111111111111111,91.11111111111111,5,HU
google/gemma-3n-E4B-it,tr_integration,ru,7.0,9.0,2.0,0.7777777777777778,77.77777777777779,5,RU
deepseek-ai/DeepSeek-V3.1,ro_language,ru,5.0,1.0,4.0,0.5555555555555556,55.55555555555556,5,RU
google/gemma-3n-E4B-it,hu_kingdom,ro,9.0,10.0,1.0,0.8888888888888888,88.88888888888889,5,RO
google/gemma-3n-E4B-it,hu_kingdom,en,7.0,10.0,3.0,0.6666666666666667,66.66666666666667,5,EN
deepseek-ai/DeepSeek-V3.1,tr_integration,ro,8.2,9.0,0.8000000000000007,0.911111111111111,91.1111111111111,5,RO
google/gemma-3n-E4B-it,hu_kingdom,hu,4.8,10.0,5.2,0.42222222222222217,42.222222222222214,5,HU
moonshotai/Kimi-K2-Instruct,phanariot,ro,7.8,2.0,5.8,0.3555555555555556,35.555555555555564,5,RO
deepseek-ai/DeepSeek-V3.1,tr_integration,en,6.8,9.0,2.2,0.7555555555555555,75.55555555555556,5,EN
google/gemma-3n-E4B-it,hu_kingdom,ru,6.2,10.0,3.8,0.5777777777777777,57.77777777777777,5,RU
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,tr_demography,ro,8.0,8.0,0.0,1.0,100.0,5,RO
deepseek-ai/DeepSeek-V3.1,tr_integration,hu,9.0,9.0,0.0,1.0,100.0,5,HU
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,tr_demography,en,8.0,8.0,0.0,1.0,100.0,5,EN
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,tr_demography,hu,8.0,8.0,0.0,1.0,100.0,5,HU
deepseek-ai/DeepSeek-V3.1,tr_integration,ru,8.8,9.0,0.1999999999999993,0.9777777777777779,97.77777777777779,5,RU
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,tr_demography,ru,8.0,8.0,0.0,1.0,100.0,5,RU
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,phanariot,ro,7.8,2.0,5.8,0.3555555555555556,35.555555555555564,5,RO
deepseek-ai/DeepSeek-V3.1,hu_kingdom,ro,3.0,10.0,7.0,0.2222222222222222,22.22222222222222,5,RO
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,phanariot,en,7.0,2.0,5.0,0.4444444444444444,44.44444444444444,5,EN
deepseek-ai/DeepSeek-V3.1,hu_kingdom,en,1.6,10.0,8.4,0.06666666666666665,6.666666666666665,5,EN
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,phanariot,hu,8.0,2.0,6.0,0.33333333333333337,33.333333333333336,5,HU
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,phanariot,ru,8.0,2.0,6.0,0.33333333333333337,33.333333333333336,5,RU
deepseek-ai/DeepSeek-V3.1,hu_kingdom,hu,2.0,10.0,8.0,0.11111111111111116,11.111111111111116,5,HU
deepseek-ai/DeepSeek-V3.1,hu_kingdom,ru,2.6,10.0,7.4,0.1777777777777777,17.77777777777777,5,RU
moonshotai/Kimi-K2-Instruct,phanariot,en,6.0,2.0,4.0,0.5555555555555556,55.55555555555556,5,EN
meta-llama/Llama-4-Scout-17B-16E-Instruct,tr_demography,ro,7.6,8.0,0.40000000000000036,0.9555555555555555,95.55555555555554,5,RO
meta-llama/Llama-4-Scout-17B-16E-Instruct,tr_demography,en,8.0,8.0,0.0,1.0,100.0,5,EN
meta-llama/Llama-4-Maverick-17B-128E-Instruct-FP8,mihai_viteazul,ro,8.0,2.0,6.0,0.33333333333333337,33.333333333333336,5,RO
meta-llama/Llama-4-Scout-17B-16E-Instruct,tr_demography,hu,6.2,8.0,1.7999999999999998,0.8,80.0,5,HU
